K	N
5760	83
5761	70
5762	94
5763	80
5764	75
5765	68
5766	63
5767	82
5768	62
5769	78
5770	67
5771	71
5772	72
5773	70
5774	52
5775	63
5776	66
5777	78
5778	84
5779	64
5780	70
5781	72
5782	71
5783	66
5784	80
5785	59
5786	79
5787	66
5788	61
5789	68
5790	67
5791	65
5792	74
5793	69
5794	54
5795	86
5796	73
5797	76
5798	72
5799	69
5800	55
5801	57
5802	73
5803	82
5804	73
5805	57
5806	68
5807	74
5808	60
5809	64
5810	63
5811	56
5812	69
5813	66
5814	57
5815	54
5816	61
5817	54
5818	60
5819	58
5820	64
5821	82
5822	54
5823	60
5824	50
5825	63
5826	58
5827	73
5828	59
5829	57
5830	63
5831	58
5832	61
5833	63
5834	56
5835	48
5836	60
5837	63
5838	59
5839	52
5840	43
5841	55
5842	39
5843	53
5844	50
5845	55
5846	60
5847	52
5848	53
5849	61
5850	51
5851	58
5852	49
5853	49
5854	52
5855	55
5856	52
5857	52
5858	37
5859	51
5860	44
5861	47
5862	49
5863	57
5864	43
5865	48
5866	49
5867	47
5868	49
5869	45
5870	55
5871	48
5872	52
5873	40
5874	49
5875	47
5876	42
5877	60
5878	57
5879	39
5880	52
5881	33
5882	51
5883	43
5884	38
5885	43
5886	55
5887	43
5888	37
5889	30
5890	51
5891	33
5892	41
5893	43
5894	46
5895	36
5896	41
5897	30
5898	30
5899	25
5900	34
5901	29
5902	41
5903	29
5904	38
5905	32
5906	41
5907	34
5908	30
5909	30
5910	30
5911	39
5912	36
5913	35
5914	39
5915	39
5916	33
5917	31
5918	31
5919	43
5920	30
5921	36
5922	34
5923	36
5924	26
5925	36
5926	23
5927	28
5928	30
5929	35
5930	25
5931	31
5932	38
5933	30
5934	30
5935	24
5936	33
5937	36
5938	45
5939	27
5940	33
5941	30
5942	26
5943	28
5944	29
5945	26
5946	19
5947	24
5948	16
5949	27
5950	22
5951	23
5952	28
5953	26
5954	27
5955	22
5956	25
5957	26
5958	25
5959	24
5960	30
5961	18
5962	28
5963	13
5964	23
5965	19
5966	20
5967	32
5968	15
5969	25
5970	17
5971	26
5972	33
5973	20
5974	15
5975	14
5976	21
5977	20
5978	19
5979	39
5980	22
5981	18
5982	24
5983	26
5984	17
5985	21
5986	23
5987	16
5988	20
5989	15
5990	10
5991	16
5992	21
5993	20
5994	23
5995	18
5996	19
5997	14
5998	23
5999	20
6000	19
6001	13
6002	21
6003	13
6004	19
6005	18
6006	22
6007	18
6008	15
6009	12
6010	21
6011	25
6012	14
6013	23
6014	14
6015	17
6016	10
6017	19
6018	18
6019	17
6020	23
6021	15
6022	19
6023	16
6024	23
6025	12
6026	15
6027	16
6028	13
6029	15
6030	19
6031	19
6032	16
6033	17
6034	14
6035	19
6036	16
6037	22
6038	11
6039	25
6040	9
6041	26
6042	20
6043	12
6044	13
6045	14
6046	9
6047	11
6048	13
6049	15
6050	14
6051	14
6052	16
6053	14
6054	9
6055	18
6056	16
6057	12
6058	12
6059	21
6060	17
6061	12
6062	16
6063	7
6064	8
6065	16
6066	12
6067	10
6068	8
6069	9
6070	18
6071	15
6072	7
6073	15
6074	13
6075	18
6076	8
6077	11
6078	15
6079	13
6080	13
6081	13
6082	8
6083	13
6084	6
6085	12
6086	7
6087	13
6088	12
6089	17
6090	5
6091	6
6092	12
6093	13
6094	15
6095	11
6096	10
6097	14
6098	9
6099	17
6100	13
6101	11
6102	17
6103	12
6104	16
6105	9
6106	9
6107	15
6108	7
6109	7
6110	12
6111	20
6112	10
6113	7
6114	14
6115	13
6116	11
6117	8
6118	11
6119	10
6120	12
6121	10
6122	15
6123	7
6124	4
6125	12
6126	9
6127	11
6128	9
6129	12
6130	6
6131	17
6132	7
6133	9
6134	9
6135	13
6136	9
6137	13
6138	3
6139	5
6140	9
6141	13
6142	8
6143	4
6144	16
6145	6
6146	11
6147	9
6148	4
6149	13
6150	11
6151	15
6152	11
6153	11
6154	8
6155	4
6156	10
6157	5
6158	12
6159	7
6160	5
6161	8
6162	4
6163	4
6164	10
6165	7
6166	8
6167	10
6168	5
6169	9
6170	12
6171	8
6172	12
6173	12
6174	6
6175	6
6176	7
6177	16
6178	13
6179	9
6180	10
6181	11
6182	14
6183	1
6184	11
6185	9
6186	20
6187	11
6188	8
6189	8
6190	12
6191	8
6192	14
6193	13
6194	11
6195	16
6196	15
6197	8
6198	4
6199	14
6200	10
6201	4
6202	17
6203	11
6204	12
6205	12
6206	9
6207	7
6208	10
6209	9
6210	14
6211	5
6212	16
6213	14
6214	5
6215	11
6216	11
6217	13
6218	7
6219	7
6220	13
6221	8
6222	9
6223	10
6224	8
6225	10
6226	11
6227	10
6228	8
6229	8
6230	9
6231	11
6232	3
6233	13
6234	11
6235	9
6236	10
6237	11
6238	16
6239	9
6240	6
6241	8
6242	14
6243	12
6244	10
6245	10
6246	9
6247	10
6248	8
6249	6
6250	19
6251	13
6252	11
6253	11
6254	7
6255	14
6256	7
6257	5
6258	5
6259	6
6260	5
6261	8
6262	9
6263	6
6264	7
6265	7
6266	7
6267	11
6268	7
6269	6
6270	11
6271	6
6272	12
6273	7
6274	8
6275	6
6276	8
6277	13
6278	9
6279	14
6280	5
6281	6
6282	5
6283	8
6284	11
6285	8
6286	12
6287	4
6288	9
6289	6
6290	5
6291	4
6292	14
6293	4
6294	10
6295	6
6296	8
6297	4
6298	10
6299	7
6300	8
6301	5
6302	11
6303	9
6304	6
6305	8
6306	8
6307	6
6308	4
6309	14
6310	5
6311	8
6312	5
6313	5
6314	7
6315	2
6316	13
6317	6
6318	13
6319	9
6320	4
6321	8
6322	4
6323	6
6324	9
6325	6
6326	2
6327	11
6328	3
6329	6
6330	5
6331	10
6332	7
6333	8
6334	4
6335	6
6336	10
6337	8
6338	5
6339	9
6340	11
6341	6
6342	5
6343	4
6344	6
6345	11
6346	7
6347	9
6348	7
6349	7
6350	4
6351	12
6352	6
6353	8
6354	11
6355	5
6356	8
6357	6
6358	9
6359	9
6360	7
6361	5
6362	5
6363	6
6364	4
6365	5
6366	8
6367	6
6368	6
6369	4
6370	5
6371	9
6372	4
6373	9
6374	8
6375	7
6376	6
6377	8
6378	7
6379	9
6380	2
6381	10
6382	13
6383	6
6384	8
6385	6
6386	5
6387	8
6388	4
6389	4
6390	3
6391	8
6392	8
6393	3
6394	6
6395	6
6396	9
6397	4
6398	9
6399	5
6400	4
6401	6
6402	10
6403	7
6404	9
6405	3
6406	9
6407	2
6408	6
6409	5
6410	6
6411	6
6412	7
6413	9
6414	8
6415	5
6416	8
6417	11
6418	13
6419	8
6420	7
6421	5
6422	9
6423	7
6424	4
6425	4
6426	10
6427	5
6428	7
6429	11
6430	1
6431	3
6432	4
6433	6
6434	8
6435	8
6436	12
6437	7
6438	5
6439	10
6440	3
6441	4
6442	2
6443	3
6444	6
6445	5
6446	5
6447	8
6448	12
6449	10
6450	5
6451	6
6452	6
6453	8
6454	13
6455	2
6456	5
6457	6
6458	9
6459	8
6460	4
6461	4
6462	4
6463	6
6464	3
6465	5
6466	9
6467	8
6468	3
6469	7
6470	6
6471	8
6472	4
6473	2
6474	6
6475	9
6476	9
6477	5
6478	4
6479	10
6480	4
6481	3
6482	7
6483	4
6484	7
6485	6
6486	8
6487	4
6488	4
6489	5
6490	5
6491	7
6492	10
6493	6
6494	9
6495	3
6496	2
6497	10
6498	3
6499	8
6500	7
6501	7
6502	5
6503	8
6504	8
6505	6
6506	5
6507	4
6508	3
6509	6
6510	3
6511	2
6512	4
6513	8
6514	11
6515	5
6516	1
6517	8
6518	6
6519	7
6520	6
6521	8
6522	10
6523	6
6524	5
6525	6
6526	8
6527	9
6528	6
6529	7
6530	11
6531	8
6532	7
6533	6
6534	7
6535	6
6536	9
6537	8
6538	5
6539	6
6540	6
6541	4
6542	5
6543	8
6544	4
6545	3
6546	2
6547	7
6548	4
6549	7
6550	2
6551	7
6552	12
6553	7
6554	10
6555	2
6556	8
6557	6
6558	7
6559	8
6560	3
6561	13
6562	5
6563	4
6564	4
6565	5
6566	7
6567	9
6568	2
6569	8
6570	5
6571	2
6572	7
6573	4
6574	3
6575	4
6576	9
6577	7
6578	6
6579	4
6580	6
6581	7
6582	3
6583	12
6584	11
6585	3
6586	8
6587	6
6588	4
6589	11
6590	4
6591	7
6592	5
6593	7
6594	6
6595	7
6596	4
6597	8
6598	11
6599	9
6600	5
6601	7
6602	7
6603	4
6604	9
6605	12
6606	7
6607	6
6608	4
6609	8
6610	2
6611	5
6612	11
6613	4
6614	8
6615	7
6616	5
6617	9
6618	3
6619	5
6620	8
6621	7
6622	9
6623	2
6624	5
6625	10
6626	8
6627	7
6628	11
6629	6
6630	6
6631	12
6632	8
6633	8
6634	3
6635	4
6636	9
6637	5
6638	5
6639	7
6640	11
6641	7
6642	8
6643	8
6644	10
6645	6
6646	9
6647	5
6648	8
6649	5
6650	9
6651	3
6652	8
6653	6
6654	5
6655	8
6656	7
6657	9
6658	6
6659	5
6660	7
6661	5
6662	2
6663	8
6664	14
6665	3
6666	7
6667	4
6668	6
6669	4
6670	7
6671	5
6672	8
6673	8
6674	8
6675	2
6676	8
6677	3
6678	6
6679	5
6680	4
6681	5
6682	2
6683	4
6684	8
6685	5
6686	11
6687	4
6688	7
6689	8
6690	7
6691	3
6692	9
6693	5
6694	4
6695	4
6696	4
6697	0
6698	4
6699	6
6700	6
6701	6
6702	5
6703	5
6704	8
6705	8
6706	6
6707	7
6708	9
6709	6
6710	5
6711	4
6712	10
6713	8
6714	2
6715	6
6716	9
6717	7
6718	5
6719	3
6720	4
6721	6
6722	8
6723	6
6724	3
6725	6
6726	3
6727	2
6728	9
6729	8
6730	3
6731	2
6732	5
6733	4
6734	7
6735	6
6736	6
6737	8
6738	8
6739	10
6740	5
6741	6
6742	9
6743	3
6744	7
6745	7
6746	4
6747	10
6748	6
6749	8
6750	4
6751	7
6752	7
6753	6
6754	8
6755	7
6756	4
6757	3
6758	9
6759	5
6760	5
6761	7
6762	5
6763	2
6764	6
6765	9
6766	7
6767	6
6768	8
6769	9
6770	8
6771	9
6772	7
6773	7
6774	10
6775	10
6776	6
6777	7
6778	4
6779	6
6780	7
6781	4
6782	7
6783	3
6784	7
6785	6
6786	12
6787	2
6788	5
6789	12
6790	6
6791	6
6792	5
6793	8
6794	10
6795	7
6796	10
6797	8
6798	11
6799	5
6800	8
6801	4
6802	7
6803	7
6804	11
6805	6
6806	11
6807	6
6808	4
6809	9
6810	14
6811	5
6812	10
6813	8
6814	12
6815	11
6816	9
6817	7
6818	14
6819	14
6820	12
6821	10
6822	7
6823	4
6824	6
6825	11
6826	7
6827	11
6828	16
6829	7
6830	10
6831	7
6832	15
6833	7
6834	13
6835	11
6836	13
6837	7
6838	11
6839	11
6840	8
6841	9
6842	4
6843	9
6844	15
6845	13
6846	11
6847	15
6848	10
6849	14
6850	17
6851	14
6852	17
6853	12
6854	11
6855	15
6856	14
6857	15
6858	13
6859	14
6860	10
6861	14
6862	15
6863	14
6864	8
6865	20
6866	15
6867	15
6868	16
6869	12
6870	16
6871	11
6872	14
6873	15
6874	8
6875	11
6876	12
6877	13
6878	15
6879	20
6880	12
6881	17
6882	13
6883	8
6884	12
6885	12
6886	8
6887	21
6888	12
6889	11
6890	14
6891	17
6892	13
6893	22
6894	13
6895	12
6896	15
6897	19
6898	20
6899	13
6900	16
6901	30
6902	16
6903	16
6904	13
6905	15
6906	18
6907	16
6908	22
6909	15
6910	15
6911	20
6912	17
6913	17
6914	24
6915	19
6916	25
6917	22
6918	19
6919	24
6920	19
6921	15
6922	28
6923	18
6924	27
6925	24
6926	19
6927	20
6928	16
6929	25
6930	21
6931	25
6932	16
6933	23
6934	25
6935	15
6936	23
6937	20
6938	27
6939	16
6940	22
6941	32
6942	21
6943	21
6944	23
6945	29
6946	21
6947	20
6948	22
6949	19
6950	34
6951	20
6952	27
6953	28
6954	28
6955	29
6956	28
6957	28
6958	18
6959	25
6960	24
6961	26
6962	30
6963	29
6964	37
6965	21
6966	36
6967	34
6968	27
6969	22
6970	27
6971	45
6972	32
6973	31
6974	30
6975	28
6976	35
6977	33
6978	28
6979	35
6980	38
6981	40
6982	41
6983	32
6984	25
6985	31
6986	28
6987	35
6988	33
6989	40
6990	33
6991	22
6992	34
6993	34
6994	50
6995	44
6996	36
6997	39
6998	34
6999	30
7000	35
7001	23
7002	28
7003	45
7004	33
7005	46
7006	25
7007	34
7008	34
7009	35
7010	31
7011	42
7012	29
7013	31
7014	35
7015	45
7016	37
7017	33
7018	34
7019	44
7020	37
7021	37
7022	33
7023	40
7024	41
7025	51
7026	38
7027	42
7028	42
7029	32
7030	31
7031	41
7032	43
7033	22
7034	46
7035	41
7036	37
7037	52
7038	41
7039	46
7040	37
7041	41
7042	23
7043	40
7044	41
7045	48
7046	38
7047	50
7048	41
7049	55
7050	41
7051	39
7052	46
7053	32
7054	42
7055	47
7056	51
7057	30
7058	37
7059	39
7060	40
7061	63
7062	32
7063	35
7064	39
7065	39
7066	38
7067	38
7068	39
7069	41
7070	38
7071	28
7072	42
7073	48
7074	45
7075	46
7076	45
7077	44
7078	42
7079	46
7080	43
7081	35
7082	38
7083	47
7084	35
7085	50
7086	45
7087	52
7088	36
7089	33
7090	44
7091	41
7092	37
7093	52
7094	37
7095	37
7096	44
7097	28
7098	33
7099	50
7100	42
7101	39
7102	38
7103	37
7104	38
7105	52
7106	37
7107	41
7108	55
7109	31
7110	51
7111	50
7112	43
7113	51
7114	40
7115	41
7116	47
7117	39
7118	54
7119	56
7120	53
7121	40
7122	33
7123	46
7124	47
7125	39
7126	40
7127	51
7128	34
7129	46
7130	44
7131	26
7132	41
7133	43
7134	43
7135	42
7136	43
7137	44
7138	38
7139	44
7140	48
7141	45
7142	46
7143	44
7144	35
7145	35
7146	36
7147	43
7148	44
7149	43
7150	41
7151	43
7152	33
7153	33
7154	37
7155	35
7156	35
7157	38
7158	38
7159	40
7160	33
7161	45
7162	27
7163	32
7164	38
7165	37
7166	25
7167	37
7168	33
7169	34
7170	42
7171	30
7172	43
7173	36
7174	29
7175	27
7176	33
7177	36
7178	26
7179	36
7180	33
7181	24
7182	35
7183	28
7184	27
7185	38
7186	38
7187	36
7188	35
7189	42
7190	37
7191	33
7192	40
7193	28
7194	33
7195	31
7196	36
7197	31
7198	36
7199	34
7200	31
7201	28
7202	19
7203	31
7204	21
7205	32
7206	45
7207	27
7208	31
7209	32
7210	34
7211	39
7212	26
7213	28
7214	25
7215	33
7216	30
7217	20
7218	25
7219	24
7220	22
7221	36
7222	25
7223	24
7224	29
7225	26
7226	24
7227	31
7228	28
7229	25
7230	20
7231	22
7232	21
7233	25
7234	25
7235	27
7236	25
7237	27
7238	23
7239	27
7240	27
7241	23
7242	30
7243	20
7244	24
7245	24
7246	31
7247	21
7248	22
7249	29
7250	25
7251	21
7252	23
7253	26
7254	32
7255	24
7256	18
7257	23
7258	15
7259	7
7260	30
7261	21
7262	18
7263	24
7264	16
7265	26
7266	17
7267	16
7268	17
7269	14
7270	15
7271	20
7272	17
7273	18
7274	18
7275	15
7276	21
7277	22
7278	8
7279	24
7280	19
7281	15
7282	14
7283	17
7284	17
7285	11
7286	27
7287	15
7288	14
7289	18
7290	14
7291	18
7292	21
7293	21
7294	13
7295	10
7296	17
7297	11
7298	10
7299	13
7300	9
7301	11
7302	14
7303	16
7304	19
7305	11
7306	13
7307	13
7308	4
7309	9
7310	19
7311	6
7312	9
7313	6
7314	9
7315	13
7316	17
7317	12
7318	11
7319	12
7320	10
7321	13
7322	18
7323	15
7324	16
7325	17
7326	13
7327	11
7328	8
7329	12
7330	16
7331	4
7332	9
7333	9
7334	11
7335	5
7336	13
7337	4
7338	10
7339	16
7340	8
7341	11
7342	1
7343	5
7344	12
7345	8
7346	13
7347	8
7348	8
7349	8
7350	12
7351	13
7352	4
7353	7
7354	7
7355	15
7356	15
7357	9
7358	7
7359	9
7360	2
7361	16
7362	7
7363	7
7364	8
7365	11
7366	12
7367	7
7368	7
7369	7
7370	10
7371	6
7372	5
7373	7
7374	8
7375	8
7376	8
7377	6
7378	9
7379	3
7380	5
7381	8
7382	4
7383	4
7384	8
7385	4
7386	5
7387	6
7388	5
7389	4
7390	9
7391	6
7392	6
7393	11
7394	8
7395	6
7396	8
7397	5
7398	10
7399	4
7400	8
7401	4
7402	2
7403	2
7404	9
7405	4
7406	3
7407	4
7408	8
7409	3
7410	5
7411	3
7412	7
7413	7
7414	4
7415	8
7416	2
7417	4
7418	4
7419	4
7420	6
7421	5
7422	8
7423	3
7424	8
7425	4
7426	2
7427	5
7428	4
7429	2
7430	3
7431	8
7432	3
7433	4
7434	1
7435	6
7436	7
7437	7
7438	1
7439	4
7440	1
7441	1
7442	7
7443	1
7444	5
7445	1
7446	2
7447	2
7448	5
7449	7
7450	2
7451	6
7452	6
7453	5
7454	4
7455	2
7456	6
7457	2
7458	5
7459	5
7460	0
7461	1
7462	1
7463	2
7464	3
7465	6
7466	3
7467	1
7468	1
7469	3
7470	0
7471	3
7472	5
7473	4
7474	3
7475	2
7476	4
7477	4
7478	1
7479	3
7480	1
7481	4
7482	0
7483	4
7484	7
7485	4
7486	0
7487	3
7488	2
7489	3
7490	4
7491	3
7492	3
7493	1
7494	1
7495	6
7496	3
7497	6
7498	0
7499	4
7500	1
7501	3
7502	1
7503	3
7504	0
7505	4
7506	2
7507	5
7508	2
7509	0
7510	1
7511	3
7512	1
7513	3
7514	2
7515	2
7516	3
7517	1
7518	3
7519	0
7520	2
7521	2
7522	0
7523	3
7524	1
7525	4
7526	3
7527	1
7528	2
7529	3
7530	5
7531	0
7532	0
7533	1
7534	4
7535	1
7536	1
7537	2
7538	1
7539	0
7540	2
7541	1
7542	3
7543	2
7544	2
7545	2
7546	2
7547	0
7548	1
7549	3
7550	3
7551	0
7552	2
7553	3
7554	3
7555	0
7556	4
7557	1
7558	6
7559	4
7560	1
7561	1
7562	2
7563	2
7564	1
7565	1
7566	1
7567	3
7568	0
7569	1
7570	0
7571	0
7572	1
7573	1
7574	1
7575	0
7576	1
7577	1
7578	2
7579	1
7580	4
7581	2
7582	3
7583	1
7584	1
7585	3
7586	2
7587	2
7588	0
7589	0
7590	0
7591	3
7592	6
7593	2
7594	1
7595	1
7596	2
7597	0
7598	5
7599	0
7600	4
7601	1
7602	3
7603	0
7604	0
7605	0
7606	4
7607	0
7608	1
7609	1
7610	0
7611	2
7612	0
7613	0
7614	4
7615	0
7616	2
7617	1
7618	2
7619	0
7620	2
7621	0
7622	0
7623	0
7624	1
7625	1
7626	3
7627	1
7628	2
7629	2
7630	0
7631	1
7632	0
7633	1
7634	1
7635	2
7636	1
7637	0
7638	0
7639	0
7640	3
7641	1
7642	3
7643	1
7644	1
7645	0
7646	0
7647	0
7648	0
7649	0
7650	1
7651	1
7652	0
7653	2
7654	0
7655	1
7656	2
7657	2
7658	4
7659	2
7660	1
7661	0
7662	2
7663	1
7664	1
7665	1
7666	2
7667	1
7668	3
7669	2
7670	0
7671	1
7672	0
7673	0
7674	3
7675	4
7676	3
7677	1
7678	1
7679	1
7680	4
7681	2
7682	2
7683	4
7684	2
7685	1
7686	1
7687	1
7688	1
7689	0
7690	0
7691	0
7692	1
7693	0
7694	1
7695	3
7696	1
7697	0
7698	1
7699	0
7700	0
7701	1
7702	4
7703	1
7704	1
7705	2
7706	1
7707	1
7708	0
7709	0
7710	0
7711	0
7712	1
7713	1
7714	2
7715	1
7716	3
7717	0
7718	1
7719	0
7720	0
7721	0
7722	0
7723	1
7724	0
7725	0
7726	1
7727	1
7728	0
7729	1
7730	1
7731	1
7732	3
7733	3
7734	1
7735	0
7736	0
7737	0
7738	3
7739	0
7740	0
7741	1
7742	2
7743	1
7744	1
7745	2
7746	0
7747	1
7748	1
7749	2
7750	1
7751	1
7752	1
7753	0
7754	1
7755	1
7756	1
7757	2
7758	0
7759	1
7760	1
7761	0
7762	1
7763	0
7764	1
7765	1
7766	1
7767	1
7768	1
7769	0
7770	3
7771	0
7772	2
7773	1
7774	1
7775	0
7776	0
7777	0
7778	1
7779	0
7780	1
7781	0
7782	0
7783	0
7784	0
7785	0
7786	1
7787	0
7788	2
7789	0
7790	0
7791	0
7792	0
7793	1
7794	0
7795	0
7796	0
7797	0
7798	1
7799	1
7800	1
7801	0
7802	2
7803	1
7804	0
7805	1
7806	0
7807	1
7808	1
7809	0
7810	0
7811	1
7812	1
7813	2
7814	1
7815	1
7816	0
7817	1
7818	1
7819	0
7820	0
7821	0
7822	1
7823	1
7824	2
7825	1
7826	0
7827	2
7828	2
7829	0
7830	2
7831	1
7832	1
7833	0
7834	2
7835	1
7836	2
7837	0
7838	2
7839	1
7840	3
7841	1
7842	0
7843	1
7844	0
7845	0
7846	0
7847	1
7848	0
7849	0
7850	0
7851	0
7852	1
7853	2
7854	0
7855	1
7856	0
7857	1
7858	2
7859	1
7860	0
7861	0
7862	1
7863	1
7864	0
7865	0
7866	1
7867	1
7868	0
7869	0
7870	1
7871	0
7872	1
7873	0
7874	2
7875	0
7876	2
7877	1
7878	0
7879	0
7880	0
7881	2
7882	2
7883	0
7884	1
7885	1
7886	1
7887	0
7888	1
7889	0
7890	1
7891	0
7892	2
7893	0
7894	1
7895	3
7896	1
7897	0
7898	0
7899	2
7900	3
7901	0
7902	1
7903	2
7904	0
7905	1
7906	3
7907	0
7908	0
7909	3
7910	1
7911	0
7912	0
7913	1
7914	1
7915	0
7916	0
7917	0
7918	0
7919	1
7920	0
7921	1
7922	0
7923	0
7924	2
7925	0
7926	0
7927	0
7928	0
7929	1
7930	0
7931	1
7932	1
7933	0
7934	0
7935	0
7936	2
7937	0
7938	0
7939	0
7940	2
7941	0
7942	0
7943	1
7944	0
7945	1
7946	2
7947	0
7948	1
7949	1
7950	0
7951	0
7952	0
7953	0
7954	2
7955	0
7956	2
7957	0
7958	0
7959	0
7960	1
7961	0
7962	1
7963	0
7964	0
7965	1
7966	0
7967	0
7968	2
7969	2
7970	0
7971	0
7972	0
7973	0
7974	0
7975	1
7976	0
7977	1
7978	0
7979	0
7980	0
7981	0
7982	0
7983	0
7984	0
7985	0
7986	0
7987	1
7988	0
7989	0
7990	0
7991	0
7992	1
7993	0
7994	0
7995	0
7996	0
7997	2
7998	0
7999	1
8000	1
8001	2
8002	0
8003	0
8004	0
8005	1
8006	1
8007	0
8008	1
8009	0
8010	1
8011	1
8012	0
8013	2
8014	0
8015	0
8016	1
8017	1
8018	1
8019	0
8020	0
8021	0
8022	0
8023	1
8024	0
8025	1
8026	1
8027	0
8028	0
8029	0
8030	0
8031	0
8032	0
8033	1
8034	0
8035	1
8036	0
8037	0
8038	0
8039	2
8040	0
8041	0
8042	0
8043	1
8044	0
8045	1
8046	0
8047	0
8048	0
8049	1
8050	0
8051	0
8052	0
8053	0
8054	2
8055	0
8056	0
8057	0
8058	0
8059	0
8060	0
8061	1
8062	1
8063	0
8064	0
8065	0
8066	0
8067	0
8068	0
8069	0
8070	1
8071	0
8072	0
8073	0
8074	1
8075	2
8076	1
8077	1
8078	0
8079	0
8080	1
8081	0
8082	2
8083	0
8084	0
8085	0
8086	0
8087	1
8088	0
8089	0
8090	1
8091	1
8092	1
8093	0
8094	0
8095	0
8096	1
8097	1
8098	1
8099	0
8100	0
8101	1
8102	1
8103	2
8104	1
8105	0
8106	0
8107	1
8108	1
8109	0
8110	0
8111	0
8112	0
8113	2
8114	0
8115	2
8116	0
8117	0
8118	2
8119	0
8120	2
8121	0
8122	3
8123	0
8124	0
8125	0
8126	0
8127	0
8128	0
8129	0
8130	0
8131	0
8132	0
8133	1
8134	1
8135	0
8136	0
8137	2
8138	0
8139	1
8140	0
8141	0
8142	0
8143	0
8144	2
8145	2
8146	1
8147	0
8148	0
8149	1
8150	0
8151	0
8152	0
8153	1
8154	0
8155	0
8156	0
8157	0
8158	0
8159	0
8160	0
8161	0
8162	0
8163	0
8164	0
8165	0
8166	0
8167	0
8168	0
8169	0
8170	0
8171	0
8172	0
8173	0
8174	0
8175	0
8176	0
8177	0
8178	0
8179	0
8180	0
8181	0
8182	0
8183	0
8184	0
8185	0
8186	0
8187	0
8188	0
8189	0
8190	0
8191	0
